Gene_name	mRNA_peak_zone	mRNA_center_of_mass_0_1_scaled	Proteim_coefficient_of_variation_mean	Proteim_coefficient_of_variation_median
Pgp	1	0.385398981324278	0.101745579950523	0.123979643838817
Pgrmc1	3	0.478200371057514	0.0597698503164208	0.0557515722558075
Pgrmc2	2	0.411832061068702	0.125676376414007	0.100389854119422
Pgs1	1	0.403846153846154	0.797322442257841	0.805837180148933
Phactr4	5	0.578199052132702	0.963434963018694	1
Phb	1	0.17841726618705	0.0573222403383343	0.0514254233617294
Phb2	1	0.224085365853659	0.0764113110028656	0.0474259971363067
Phf5a	1	0.37703081232493	0.383445493126573	0.341815098491856
Phgdh	2	0.2	0.238452385082121	0.212791053390873
Phyh	4	0.521964529331514	0.22855936116664	0.221530590815265
Pi4ka	3	0.48	1	1
Picalm	3	0.511541850220264	0.205762457228696	0.188309182850252
Pigr	2	0.353112325868454	0.100032052445055	0.0785720408516347
Pigs	1	0.35625	0.246912495990109	0.227583314423787
Pigt	1	0.3475	1	1
Pik3c2a	5	0.541884816753927	0.34444905086976	0.264306464661894
Pipox	1	0.213559322033898	0.97767090063074	1
Pitpna	3	0.484298286243631	0.286839149507298	0.213906548297877
Pitpnb	1	0.464748201438849	0.511412849757646	0.425519959549255
Pitrm1	1	0	0.216018389906897	0.218883379386736
Pklr	4	0.520867208672087	0.0995042888869355	0.10703243624862
Pkm	2	0.457134256472005	0.0765600382939502	0.0746625222878793
Pkn1	4	0.515923566878981	1	1
Pkp1	1	0.133333333333333	0.511544986167863	0.495141532015559
Pkp3	6	0.724397590361446	0.143301257327819	0.117375933388116
Pkp4	5	0.573753280839895	1	1
Pla2g12b	2	0.453878702397743	0.679790665950962	0.638663149786116
Plaa	1	0.397222222222222	0.171879313092744	0.17281070746619
Plac8	1	0.249535470705118	0.220171271021059	0.17319617627277
Plb1	2	0.444827586206897	0.424277883288388	0.397733426098856
Plbd1	6	0.477906976744186	0.398254635559981	0.407684860331115
Plcb3	1	0.391986644407346	0.0870579434419806	0.0514583322614957
Plcd1	2	0.417142857142857	0.266654316163701	0.168667655458334
Pld1	1	0.441805225653207	0.201841557855126	0.167542549170379
Plec	6	0.672850442939031	0.0846048404808401	0.0797782858302068
Plekha6	6	0.683582089552239	0.113636559473509	0.109386830942288
Plekha7	1	0.432	0.294703967969588	0.207631043831147
Plekhg6	6	0.572300469483568	1	1
Plgrkt	1	0.418681318681319	0.198738301518048	0.183347543012066
Plin3	6	0.61162310866575	0.152866286582397	0.145925456155912
Plp2	1	0.0647058823529412	0.0871251866197055	0.0956341806427502
Plrg1	5	0.525	0.283590974312252	0.199425201414682
Pls1	4	0.48230836490819	0.126100034708215	0.108761329797783
Pls3	1	NaN	0.131502626392509	0.109368318616166
Plxnb2	5	0.556619718309859	0.142421803136147	0.113371093367263
Pm20d1	2	0.336690647482014	0.174735754543903	0.14704754243101
Pml	3	0.486842105263158	0.405340469277417	0.397183898876867
Pmm2	1	0.462631578947368	0.187168544378004	0.177337034426093
Pmpca	1	0.453333333333333	0.399882238638861	0.463028955851863
Pnkp	4	0.482105263157895	0.156252834047945	0.129179795409508
Pnn	1	0.438818565400844	0.161532077357231	0.164794117060637
Pnp	4	0.522694466720128	0.0684393142949645	0.0713342565593374
Pnpt1	1	0.304761904761905	0.236780540704313	0.17207054791212
Pof1b	6	0.575824175824176	0.184085268514547	0.160394505149314
Poldip2	1	0.324444444444444	0.228248588801	0.21673806622547
Poldip3	3	0.492830188679245	0.147572080875792	0.139537230811567
Polr1e	2	0.2	1	1
Polr2a	3	0.545882352941176	0.232416038795576	0.233411162771675
Polr2b	1	0.385714285714286	0.303075387989898	0.272237634981122
Polr2c	1	0.392356687898089	0.316197097422093	0.353552277496696
Polr2e	1	0.32	0.767492871638774	0.794080186984645
Polr2h	1	0.293617021276596	0.189743740978504	0.153033408611049
Pon2	4	0.471974522292994	0.428589394145012	0.358902686486544
Pon3	3	0.451351351351351	0.253141196195235	0.239072806227896
Por	6	0.687642153146323	0.166954239331089	0.150718462728127
Ppa1	2	0.340582726326743	0.10185388436353	0.087715514975449
Ppa2	1	0.218965517241379	0.139906253289625	0.141827865604492
Ppcs	3	0.398019801980198	0.237747405310316	0.199366307892378
Ppia	1	0.160044642857143	0.126480178378254	0.118096489340105
Ppib	1	0.337249666221629	0.0547047766887438	0.0600715521655684
Ppid	1	0.32	0.507597451840876	0.52110569663894
Ppie	1	0.333333333333333	0.973205080756888	1
Ppif	1	0.268965517241379	0.209777504879974	0.181818676943527
Ppil1	1	0.31304347826087	0.185960319714973	0.174530108441293
Ppil2	4	0.465700483091787	0.97767090063074	1
Ppip5k2	3	0.43716814159292	0.645045145436185	0.711376334500892
Ppm1a	2	0.492411467116358	0.27416782540449	0.159331369647426
Ppm1b	4	0.46936170212766	0.222750584393246	0.124697461676802
Ppm1g	1	0.31864406779661	0.254326195504237	0.259256766425833
Ppme1	1	0.2	0.480527941329581	0.376123091792538
Ppox	2	0.448275862068966	0.70911035407137	0.615516442391391
Ppp1ca	1	0.412666666666667	0.167339661716649	0.101092585122944
Ppp1cb	3	0.448997134670487	0.168239211131935	0.173150186445428
Ppp1cc	1	0.358924205378973	0.0976297786301062	0.0957344463613696
Ppp1r12a	6	0.721690140845071	0.273575734799478	0.208879895331592
Ppp1r14d	3	0.469909599655618	1	1
Ppp1r1b	1	0.205263157894737	0.13457857593717	0.137775941364335
Ppp1r2	6	0.645255474452555	1	1
Ppp1r21	3	0.464814814814815	1	1
Ppp1r35	4	0.473684210526316	1	1
Ppp1r7	1	0.49010989010989	0.304826279292115	0.303725438993975
Ppp1r8	1	0.374193548387097	0.95534180126148	1
Ppp1r9b	2	0.417948717948718	0.792191953287173	0.792191953287173
Ppp2ca	6	0.580339805825243	0.421386014530641	0.400112101100793
Ppp2r1a	1	0.429447852760736	0.132141601813565	0.135748534781699
Ppp2r2a	6	0.584615384615385	0.107911487490751	0.0978215671266807
Ppp2r4	2	0.395238095238095	0.126083209532775	0.134802578961135
Ppp2r5a	2	0.431872509960159	0.455671690987166	0.42406553680246
Ppp2r5c	2	0.516916488222698	0.97767090063074	1
Ppp3ca	3	0.48021978021978	0.775739356305273	0.741668925889815
Ppp4c	1	0.408627450980392	0.333986531593143	0.26401022263889
Ppp4r1	6	0.574025974025974	0.915492356418696	1
Ppp5c	1	0.36	0.272366643699092	0.232957618517374
Ppp6r3	4	0.564736842105263	0.287195862657546	0.274231367934322
Ppt1	1	0.361818181818182	0.213674658511393	0.180936611974059
Pptc7	1	0.345664739884393	1	1
Pqbp1	3	0.411594202898551	0.95534180126148	1
Prap1	5	0.589923251485249	0.97767090063074	1
Prdm16	2	0.368253968253968	0.97767090063074	1
Prdx1	1	0.336218745430618	0.0636208037458155	0.0601036388252358
Prdx2	2	0.328110599078341	0.130784174923113	0.13031702844859
Prdx3	1	0.225842696629213	0.191979140573852	0.206846094562929
Prdx4	1	0.15	0.074738913999337	0.065884905896129
Prdx5	4	0.497312750142939	0.153533830064013	0.143569352174857
Prdx6	1	0.243464314354451	0.102748892466671	0.0944671569860654
Preb	1	0.430888030888031	0.174070251764045	0.171674521129329
Prep	1	0.452380952380952	0.341565110676665	0.189852732452079
Prkaa1	1	0.397142857142857	0.973205080756888	1
Prkaca	3	0.372941176470588	0.973205080756888	1
Prkag1	3	0.463803680981595	0.249795300130442	0.20118242338256
Prkar1a	3	0.45177304964539	0.587052275073291	0.577867553726694
Prkar2a	1	0.305305039787798	0.106444790448505	0.111304784273958
Prkca	1	0.380568720379147	0.212540698298319	0.186989311114257
Prkcd	6	0.636578171091446	0.164028068279239	0.156800673395857
Prkce	3	0.457142857142857	1	1
Prkcsh	5	0.551104100946372	0.0835005435519109	0.0808065307981509
Prkg2	2	0.367311072056239	0.498438019777159	0.511502074194133
Prkra	1	0.319626168224299	0.172187846668701	0.147067942899917
Prmt1	1	0.357575757575758	0.275508457979611	0.294552084537694
Prmt5	1	0.1375	0.722996832962318	0.592905595572417
Prodh	1	0.3125	0.158684203470881	0.153796846052779
Prosc	2	0.414285714285714	0.307088781767202	0.229681675903641
Prpf19	1	0.246153846153846	0.0771451873630919	0.0728416431124007
Prpf3	1	0.378378378378378	0.457271058046731	0.43255550631487
Prpf31	1	0.407692307692308	1	1
Prpf4	2	0.496296296296296	0.306446750850584	0.239026888026737
Prpf40a	1	0.413385826771654	0.473873366372928	0.495850732550268
Prpf6	6	0.565573770491803	0.348268940273289	0.326703749287334
Prpf8	3	0.453237410071943	0.184490904659833	0.182342189942711
Prps1	2	0.338461538461538	0.65258349360843	0.583416350625562
Prps2	1	0.15	0.931012794367536	1
Prpsap1	1	0.239877300613497	0.151018388643098	0.14035484724462
Prr15	4	0.476814159292035	0.285178422973757	0.248045867539511
Prrc1	6	0.553370786516854	0.286113952922337	0.202130043003603
Prrc2a	5	0.478145695364239	0.933012701892219	0.933012701892219
Prrc2c	1	0.411009174311927	0.22308517386638	0.128024320482184
Prss30	3	0.472	0.820174895789241	0.801778175860042
Prune2	1	NaN	0.921033638343573	1
Psap	1	0.344755244755245	1	1
Psd3	1	0.4375	1	1
Psen1	4	0.520348837209302	0.246765043641864	0.194018332434965
Psip1	5	0.525	0.442055832569979	0.35646755554127
Psma1	1	0.343396226415094	0.103541087909642	0.107190385009157
Psma2	1	0.381094527363184	0.581636670661053	0.57208154286805
Psma3	1	0.3	0.230243640264953	0.193094356599618
Psma4	1	0.341093474426808	0.121214746035277	0.119177215018172
Psma5	1	0.262921348314607	0.0750313265292731	0.0729049209967103
Psma6	1	0.430894308943089	0.170805409253348	0.160438311759489
Psma7	1	0.324155193992491	0.0840216954125412	0.068277311656662
Psmb1	1	0.34028314028314	0.126572850535525	0.134877928899169
Psmb10	3	0.419524617996605	0.0805719075398045	0.076490882134479
Psmb2	1	0.310606060606061	0.119778546087545	0.103470110489473
Psmb3	1	0.378236397748593	0.327821595613135	0.295744641400524
Psmb4	1	0.394392523364486	0.11029126901136	0.0826224241497517
Psmb5	1	0.361012658227848	0.222678843356227	0.19896266407024
Psmb6	1	0.44199535962877	0.102804964898187	0.0892883070301234
Psmb7	1	0.383690987124464	0.162474128888103	0.18585946377694
Psmb8	2	0.39050240880936	0.0733631089193717	0.051007267701044
Psmb9	1	0.335926773455378	0.193122098331258	0.175742175238878
Psmc1	3	0.439114391143911	0.119002165549049	0.112419072863755
Psmc3	1	0.454010695187166	0.204383906916354	0.181894183713489
Psmc5	3	0.47098976109215	0.100944446734871	0.0931535787958559
Psmc6	3	0.477130044843049	0.126598434506851	0.112100346671197
Psmd1	1	0.341935483870968	0.121130099558876	0.0975332270621954
Psmd10	2	0.445901639344262	1	1
Psmd11	1	0.444715447154472	0.439518913509262	0.500950143082208
Psmd12	1	0.428	0.133943210533792	0.104192269694868
Psmd13	4	0.48361581920904	0.160956030675619	0.182347116872223
Psmd14	1	0.398019801980198	0.16220442663765	0.186276960411208
Psmd2	1	0.396428571428571	0.097182106430516	0.101508997297177
Psmd3	1	0.363716814159292	0.115959648129883	0.108647123406913
Psmd4	5	0.51055900621118	0.183631039294625	0.169950132322068
Psmd5	1	0.39375	0.280792163296909	0.266996155402781
Psmd6	1	0.358677685950413	0.204667109490121	0.177057939102568
Psmd7	1	0.366666666666667	0.179316203856185	0.193499331019556
Psmd9	1	0.378571428571429	0.584880473909871	0.541436665104849
Psme1	1	0.3772	0.134758308736307	0.125372861625221
Psme2	3	0.403557312252964	0.187019670935876	0.172760993828161
Psme3	1	0.432075471698113	0.251345388345805	0.252174419856159
Pspc1	6	0.55	0.285325089548454	0.204697155114412
Ptbp1	1	0.328909952606635	0.448673039793585	0.353760356811686
Ptbp3	6	0.534344827586207	0.17551609872031	0.136455122268213
Ptcd3	1	0.209090909090909	0.185998631412709	0.195942826247551
Ptdss2	2	0.343421052631579	0.646945061596017	0.606320779719101
Pter	1	0.08	0.703142455378388	0.594656074685833
Ptges2	1	0.284883720930233	0.228539914220871	0.183912568873881
Ptges3	1	0.356284153005464	0.141651577209418	0.143445240196371
Ptgfrn	4	0.465168539325843	0.95534180126148	1
Ptgr1	3	0.342857142857143	0.148062654775668	0.119774771832872
Ptgr2	2	0.414285714285714	0.179296342524259	0.165667690747062
Ptma	1	0.205660377358491	0.179525241893074	0.174814704197817
Ptms	3	0.451032448377581	0.357354431640788	0.340775533361286
Ptp4a1	6	0.639696586599241	0.617088874223711	0.656465353496327
Ptp4a2	1	0.438053097345133	0.645044321488573	0.595075133360771
Ptpmt1	1	NaN	0.189065008786431	0.173437557284556
Ptpn1	1	0.391304347826087	0.670349236073585	0.623595788259518
Ptprf	3	0.462018047579984	1	1
Ptprh	2	0.48125	1	1
Ptrh2	1	0.2875	0.232349901083562	0.158788018892114
Pttg1ip	2	0.477951635846373	0.722918672474784	0.634018873315394
Puf60	2	0.448863636363636	0.221456995586029	0.200183697680517
Pura	5	0.522823984526112	0.299917984786437	0.319101255401664
Purb	1	0.375196232339089	0.221914515022437	0.20156223286499
Pvrl2	6	0.5303125	0.205053230012518	0.120356060353219
Pxn	3	0.466852367688022	0.468183751404098	0.443006773235196
Pycard	1	0.112428298279159	0.122770198573876	0.13412920899167
Pycrl	1	0.289344262295082	0.329087841603484	0.312177043031002
Pygb	1	0.36	0.181841327998779	0.196275905001711
Qars	2	0.405536332179931	0.161241076802533	0.132072581876576
Qdpr	1	0.2	0.278862576399064	0.199487905534674
Qsox2	1	0.28	0.83564201693414	1
Rab10	2	0.443421052631579	0.248727469695215	0.257506773873537
Rab11a	3	0.514405888538381	0.138224015818801	0.140999605585247
Rab11fip1	6	0.579555555555556	0.272002133719222	0.161808307449093
Rab11fip3	2	0.427835051546392	0.54029199154537	0.382683454457066
Rab14	2	0.408547008547008	0.0670515262449824	0.0627463684216309
Rab17	3	0.396033994334278	0.16249929109403	0.107936143053272
Rab18	2	0.438565022421525	0.15522304134582	0.142157695473408
Rab19	2	0.384615384615385	0.838756718458673	0.835661934288123
Rab1b	3	0.470619946091644	0.167276517206165	0.138588345903255
Rab21	2	0.480172413793103	0.104324816384073	0.0710708454763895
Rab22a	3	0.446975088967972	0.699875171313207	0.610141494987225
Rab25	1	0.299331848552339	0.124276446432624	0.125965641487733
Rab27b	6	0.895238095238095	0.494013863520385	0.512104753550882
Rab2a	3	0.469284064665127	0.0978685859856042	0.105440753135758
Rab35	6	0.518072289156627	0.442500392159251	0.35191514973285
Rab3a	1	0.22	0.654449981014651	0.58935551229114
Rab3gap1	2	0.424175824175824	1	1
Rab3gap2	2	0.368905950095969	1	1
Rab43	1	0.4	0.357729158861661	0.382329153065243
Rab5a	5	0.554918032786885	0.0977102751771317	0.0934040881835064
Rab5b	4	0.47787610619469	0.96650635094611	1
Rab5c	3	0.469281045751634	0.129698814085762	0.11143549940677
Rab6a	3	0.489606458123108	0.0619124941161741	0.0725140810586301
Rab8a	5	0.53201189296333	0.296813189885783	0.217028141684968
Rab8b	3	0.484615384615385	1	1
Rabac1	1	0.431395348837209	0.192861172818125	0.135135861216364
Rac1	6	0.533411626541398	0.110967740138216	0.081226767570046
Rad21	3	0.472425249169435	0.303135527953916	0.264707884259634
Rad23b	1	0.36797583081571	0.174459215858356	0.164130629719027
Rad50	1	0.257142857142857	0.801944771475961	0.857141360140548
Raf1	3	0.437426900584795	0.97767090063074	1
Rala	2	0.398233995584989	0.223574955347313	0.170437368232477
Ralb	6	0.485906040268456	0.277349974591354	0.297042393962697
Ralgapa2	1	0.432967032967033	1	1
Raly	1	0.421828908554572	0.123553807034425	0.119170855006706
Ran	1	0.367156862745098	0.092252879245806	0.103597102645872
Ranbp1	1	0.269613259668508	0.172470312857662	0.136450763308757
Ranbp2	2	0.381333333333333	0.405485885586927	0.321910010696766
Ranbp3	4	0.51304347826087	0.339398643952289	0.358469767442426
Rangap1	1	0.356923076923077	0.073227779478271	0.0722303157468301
Rap1a	3	0.45017667844523	0.126154786468256	0.147691453297307
Rap1b	6	0.497340425531915	0.123440637092473	0.115963963776165
Rap2c	6	0.577519379844961	0.242789295450215	0.18368341517261
Rars	1	0.371900826446281	0.0952709153314587	0.0956037057278925
Rars2	1	0.293103448275862	0.203291016138006	0.199332304965037
Raver1	1	0.394405594405594	0.582805549770415	0.505523592595108
Rbbp4	1	0.43	0.24111063918507	0.156975753255027
Rbbp7	1	0.237647058823529	0.391730583898176	0.393972530718164
Rbm10	1	0.294117647058824	0.47701776250935	0.393920595594215
Rbm15	2	0.43953488372093	0.68636916679762	0.663585986257327
Rbm17	1	0.314814814814815	0.22048165253378	0.231688437844057
Rbm22	6	0.53	1	1
Rbm25	1	0.453521126760563	0.165473089321368	0.152017795426788
Rbm26	1	0.37027027027027	0.71255946265852	0.625594744526831
Rbm27	1	0.381679389312977	1	1
Rbm3	1	0.268804664723032	0.566409507630111	0.555571671522728
Rbm39	1	0.466295707472178	0.197358571362176	0.184430374123685
Rbm47	5	0.487680660701996	0.145195420341155	0.15948852077624
Rbm5	3	0.475	0.651846048571924	0.601979336639994
Rbm8a	1	0.406926406926407	0.150840221317039	0.139224514150636
Rbmx	1	0.23	0.11494898188965	0.116143803878055
Rbp2	2	0.454459284791038	0.209756715170989	0.203340566947873
Rbx1	1	0.361702127659574	0.244536996100333	0.185350828802595
Rcc1	4	0.366666666666667	0.11485157530345	0.127564273508235
Rcc2	1	0.442105263157895	0.419008628434008	0.412481413182264
Rcn2	1	0.357894736842105	0.24462370053639	0.165483511460182
Rdh11	1	0.255696202531646	0.296392387856574	0.274434666645225
Rdh13	1	0.186666666666667	0.158251734613251	0.128073109133298
Rdh14	3	0.495789473684211	0.2708818546974	0.156471289411573
Rdh16	2	0.361904761904762	0.318190962176081	0.235830993083116
Rdh7	2	0.28798751950078	0.155698688759006	0.149860346205903
Reep3	2	0.498115079365079	0.397552918114239	0.402704754768662
Reep4	6	0.752173913043478	0.97767090063074	1
Reep6	2	0.359619047619048	0.165579942191064	0.14140624076765
Reg3b	1	0.260396180704005	0.238632450871343	0.252875116264599
Reg3g	1	0.219458288190683	0.334526817855211	0.253657169457543
Rer1	1	0.412150433944069	0.231215905507556	0.18574256626123
Retsat	2	0.388	0.39273842708364	0.295979607042223
Rexo2	1	0.270588235294118	0.721635544626681	0.722251350824932
Rfc2	5	0.526923076923077	0.786918552319871	0.886903484006344
Rfk	4	0.543823391263504	0.980711636803164	0.980711636803164
Rhoa	2	0.476260162601626	0.3031389481538	0.239784978095374
Rhob	6	0.772077922077922	0.573328769816636	0.41445546765772
Rhoc	6	0.646143250688705	0.408501887309944	0.435157907558303
Rhod	6	0.794226327944573	0.812296977925889	0.815223855982756
Rhog	2	0.487	0.0964754519044269	0.0659708339275971
Rhot1	1	0.341333333333333	0.232905399237274	0.180889099558272
Rhot2	2	0.458039215686274	0.183359337294041	0.110982454154374
Rhpn2	6	0.746428571428571	0.406093252009859	0.311140490764568
Ripk1	5	0.591219512195122	0.636941950368162	0.589865208785538
Ripk3	1	0.407272727272727	0.330746932042533	0.328355079862401
Rmdn1	1	0.285714285714286	0.279068297922846	0.233640449023098
Rmdn3	3	0.443660418963616	0.205821234419765	0.204863624078619
Rnasel	6	0.583082706766917	0.486992047063112	0.479320161781174
Rnf115	2	0.493765586034913	NaN	NaN
Rnf121	2	0.485384615384615	0.297752635529999	0.285137432501675
Rnf170	3	0.467532467532468	0.579161976654252	0.487502518891739
Rnf213	4	0.436501901140684	0.208527430981558	0.2097917162442
Rnf5	1	0.355276381909548	0.509223095946958	0.461936777567552
Rnh1	6	0.656470588235294	0.127799633732427	0.126493347814335
Rnpep	1	0.413138686131387	0.141945505813351	0.151862014828782
Rnps1	1	0.340229885057471	0.167764073205074	0.156326645148014
Rock1	6	0.576190476190476	0.541989115872107	0.494611123356413
Rock2	6	0.608860759493671	0.244990821437008	0.232927472634977
Romo1	1	0.330131004366812	0.383899604023327	0.396387973498014
Ros1	1	0	0.817015239636071	0.834743995295141
Rp2	2	0.474626865671642	0.699015824067631	0.730471398463609
Rpl10	1	0.170414201183432	0.142120344182332	0.139895947210213
Rpl10a	1	0.14240532667499	0.0909144522921526	0.0495190972024895
Rpl11	1	0.177761680550525	0.102003964155717	0.0934353234565894
Rpl12	1	0.134460093896714	0.083122620620621	0.0664762151133988
Rpl13a	1	0.162387161484453	0.265252880374396	0.235736403290103
Rpl14	1	0.145035971223022	0.142504453595578	0.128789066535815
Rpl15	1	0.165881513204854	0.575759743990111	0.593272894551784
Rpl17	1	0.198453261600538	0.145345582144647	0.14702582922913
Rpl18	1	0.231330472103004	0.134188017038752	0.121662081805813
Rpl18a	1	0.190664780763791	0.104849832609538	0.106773436322949
Rpl19	1	0.210842663523866	0.0855310648542428	0.083968581878878
Rpl21	1	0.188132125109617	0.72323065088502	0.625536796528461
Rpl22	1	0.161049957662997	0.100432328108428	0.116002160173263
Rpl22l1	1	0.204074074074074	0.326635773348458	0.35031263541112
Rpl23	1	0.173471145564169	0.0739491386084972	0.0600936029473491
Rpl23a	1	0.0942749686585875	0.0915720980978341	0.0932193310954361
Rpl24	1	0.217058185760752	0.143732434692818	0.111455452969767
Rpl26	1	0.169529709940862	0.0927373491515853	0.0860730059302343
Rpl27	1	0.194587092297016	0.15635862321307	0.130755202741329
Rpl27a	1	0.156355779618293	0.182646946656502	0.184427045586899
Rpl28	1	0.268106399789307	0.175470682165815	0.105903284727134
Rpl29	1	0.160706401766004	0.258882215753821	0.330803432123728
Rpl3	1	0.11009564293305	0.155572645381778	0.152111921943188
Rpl30	1	0.204336043360434	0.11389033192285	0.116045129291082
Rpl31	1	0.173471833799441	0.236668086977919	0.228920821394488
Rpl32	1	0.151885401306088	0.503535797710395	0.521645902454683
Rpl34	1	0.188182092252035	0.133370242853897	0.112546990235302
Rpl35	1	0.0957209302325581	0.422556800698699	0.42174380643096
Rpl35a	1	0.174141096249672	0.160085019786449	0.167861775221343
Rpl36a	1	0.127129750982962	0.781806021731609	1
Rpl37a	1	0.158319870759289	0.324361669349226	0.301811494462134
Rpl38	1	0.199742682534577	0.973205080756888	1
Rpl4	1	0.194325581395349	0.15842179142892	0.152746320728131
Rpl5	1	0.166105499438833	0.188706137876965	0.156957066162714
Rpl6	1	0.144483362521891	0.169185206629132	0.172434137559112
Rpl7	1	0.196474358974359	0.17819507422047	0.140769882490389
Rpl7a	1	0.249661634565331	0.129851265682945	0.107910435046851
Rpl8	1	0.176478027189377	0.202843851866288	0.189910461471656
Rpl9	1	0.197289156626506	0.168651484531687	0.142743239975949
Rplp0	1	0.114435695538058	0.0809776836309071	0.0865643871775346
Rplp1	1	0.142183517417162	0.513672385453644	0.487993479084685
Rplp2	1	0.154516335682255	0.120689635682603	0.123575662702538
Rpn1	1	0.248763250883392	0.11343501131803	0.0965361554185432
Rpn2	1	0.336677115987461	0.0812620222281629	0.0672138025293202
Rprd1b	1	0.376237623762376	0.195202566433208	0.170957681916096
Rps10	1	0.164388489208633	0.146048599856312	0.134472331199378
Rps11	1	0.211743119266055	0.109578777274696	0.125074570941106
Rps12	1	0.159057333802322	0.327982358504818	0.308775553523441
Rps13	1	0.155124378109453	0.150120010622699	0.138502023636879
Rps14	1	0.214353481254782	0.0850124716715938	0.087965856440223
Rps15	1	0.159721653704462	0.107439479519226	0.110511525157077
Rps15a	1	0.115235457063712	0.116102832256608	0.110897686034163
Rps16	1	0.232020271826768	0.0900353146472253	0.0918869115560517
Rps17	1	0.151543067710732	0.168916573443665	0.184209623767616
Rps18	1	0.129818857408268	0.158921059904526	0.153257084812875
Rps19	1	0.120826780498764	0.0951185762622361	0.103257387523301
Rps2	1	0.0967624810892587	0.155695466935457	0.154520917132803
Rps20	1	0.20652418447694	0.108978298325295	0.0997016505842732
Rps21	1	0.136536994660564	0.111202621783875	0.118343472119735
Rps23	1	0.173865414710485	0.424779650622051	0.368615648055445
Rps24	1	0.113452299245024	0.217642531529579	0.193284555751825
Rps25	1	0.195261510952168	0.11146208620734	0.10237783864904
Rps26	1	0.190360610263523	0.103852523977685	0.0893273103434593
Rps27	1	0.248167752442997	0.132641144155629	0.145802291887856
Rps27a	1	0.161164447197275	0.97767090063074	1
Rps27l	1	0.351221144195383	0.669902257616231	0.590784009068824
Rps28	1	0.116301886792453	0.11235934666628	0.122159132461667
Rps3	1	0.178758368837492	0.090314604600966	0.0806247157968004
Rps4x	1	0.119034250421112	0.158619266603251	0.163396549421007
Rps5	1	0.183682864450128	0.0968176815128969	0.108297766941165
Rps6	1	0.175170434158593	0.152776704102112	0.153071603718779
Rps6ka1	1	0.440201005025126	0.0921525119843731	0.0932677903849772
Rps6ka3	1	0.423943661971831	0.272009058057717	0.249134105782367
Rps7	1	0.136830273510678	0.142201510838975	0.140897611596758
Rps8	1	0.121495327102804	0.0809513299935582	0.0719916643103862
Rps9	1	0.158118843342866	0.37980489682507	0.424095315614755
Rpsa	1	0.18025706940874	0.140971450244319	0.118862464228965
Rraga	3	0.407920792079208	0.528251010180853	0.497799750157924
Rragd	4	0.453303964757709	1	1
Rras2	2	0.452808988764045	0.138956568738738	0.0796826825207334
Rrbp1	1	0.456043623144502	0.0526722284097702	0.0503154443604144
Rrp7a	1	0.433009708737864	1	1
Rsl1d1	1	0.259649122807018	0.270248842060548	0.270103593466064
Rtcb	1	0.367213114754098	0.11779449755145	0.0936445951672553
Rtn3	1	0.445217391304348	0.509666409496606	0.426917120579922
Rtn4	6	0.677941176470588	0.132912473554398	0.121129209576777
Rtn4ip1	2	0.366666666666667	0.318900734816676	0.25092998538536
Rufy3	3	0.390740740740741	0.69148563670746	0.594030662855209
Ruvbl1	1	0.290909090909091	0.12909490495773	0.118942739044396
Ruvbl2	1	0.296	0.197228793031682	0.161502870309661
S100a10	6	0.690138067061144	0.303573728751322	0.300075730832054
S100a6	6	0.948110831234257	0.77911690331687	0.704544034025307
Sacm1l	2	0.37248322147651	0.0967054891101682	0.0918955389839713
Sae1	1	0.453892215568862	0.202259970724645	0.143752272582417
Safb	4	0.467878787878788	0.178647165598906	0.202325005102835
Safb2	1	0.446875	0.97767090063074	1
Samhd1	3	0.504827586206897	0.206298256908061	0.144704437071031
Samm50	1	0.313636363636364	0.218955497199801	0.172747432407875
Sap18	1	0.434579439252336	0.397527813166178	0.402856742433951
Sar1b	3	0.455437665782493	0.20637311906191	0.199851322880485
Sarnp	1	0.229411764705882	0.128415269950276	0.12181164871442
Sars	1	0.391240875912409	0.268667501797945	0.200770886148475
Sars2	1	0.283333333333333	0.179500101420268	0.129390844879819
Sart1	3	0.51214953271028	0.155939312159213	0.144432936305398
Sart3	1	0.378571428571429	0.311141279281557	0.313262168316982
Sbds	6	0.682935779816514	0.378020331322352	0.401609578766973
Scamp1	3	0.375956284153005	0.415923663501955	0.339862314226033
Scamp2	6	0.563565891472868	0.829777193353868	0.804466167870157
Scamp3	2	0.341463414634146	0.273680214731977	0.239482619426403
Scarb2	1	0.241095890410959	0.675955990094124	0.626430368885918
Sccpdh	3	0.380952380952381	0.706401771343026	0.602653732202714
Scfd1	2	0.425581395348837	0.0864087945468904	0.0701694143231075
Scfd2	1	0.290909090909091	0.933012701892219	0.933012701892219
Scin	2	0.305791505791506	0.127989466620769	0.131620326256206
Scly	2	0.501010101010101	0.643072711181402	0.64535691902729
Scmh1	1	0.12	0.973205080756888	1
Sco1	1	0.385416666666667	0.636235506968334	0.586856197463514
Scp2	3	0.479404013784715	0.187880795644417	0.157130692779984
Scpep1	1	0.138461538461538	0.353324845136197	0.307717806221289
Scrn2	4	0.415873015873016	0.162160739180536	0.0935509172934555
Scyl1	4	0.507936507936508	0.466517602956602	0.546312309248325
Scyl2	4	0.517985611510791	0.303254564282407	0.208772305044337
Sdc4	6	0.515111111111111	0.97767090063074	1
Sdcbp	6	0.568867268936762	0.889160090984216	1
Sdcbp2	6	0.741111111111111	0.403535681857443	0.351808172325604
